index,mage_cat,mar_p,dmar,meduc,feduc,cig_cat,dbwt
3820,41-45,X,1.0,4,3,41+,3531.75
3821,41-45,X,1.0,4,3,5-10,3067.625
3822,41-45,X,1.0,4,3,<5,3089.3529411764707
3823,41-45,X,1.0,4,3,none,3195.863677130045
3824,41-45,X,1.0,4,4,11-20,2871.1176470588234
3825,41-45,X,1.0,4,4,21-40,3299.8333333333335
3826,41-45,X,1.0,4,4,41+,3057.75
3827,41-45,X,1.0,4,4,5-10,3196.1470588235293
3828,41-45,X,1.0,4,4,<5,3038.75
3829,41-45,X,1.0,4,4,none,3234.9207708779445
3830,41-45,X,1.0,4,5,11-20,3196.714285714286
3831,41-45,X,1.0,4,5,21-40,4049.0
3832,41-45,X,1.0,4,5,5-10,2760.1
3833,41-45,X,1.0,4,5,<5,2979.0
3834,41-45,X,1.0,4,5,none,3227.0041407867493
3835,41-45,X,1.0,4,6,11-20,3031.1666666666665
3836,41-45,X,1.0,4,6,21-40,2377.5
3837,41-45,X,1.0,4,6,41+,6587.0
3838,41-45,X,1.0,4,6,5-10,3180.846153846154
3839,41-45,X,1.0,4,6,none,3266.400826446281
3840,41-45,X,1.0,4,7,11-20,3002.5
3841,41-45,X,1.0,4,7,5-10,2994.6666666666665
3842,41-45,X,1.0,4,7,none,3332.880681818182
3843,41-45,X,1.0,4,8,41+,2930.0
3844,41-45,X,1.0,4,8,<5,2794.0
3845,41-45,X,1.0,4,8,none,3418.5446428571427
3846,41-45,X,1.0,4,9,11-20,3060.55
3847,41-45,X,1.0,4,9,21-40,3510.0
3848,41-45,X,1.0,4,9,41+,2608.0
3849,41-45,X,1.0,4,9,5-10,2780.777777777778
3850,41-45,X,1.0,4,9,<5,2716.0
3851,41-45,X,1.0,4,9,none,3132.0394736842104
3852,41-45,X,1.0,5,1,11-20,2850.0
3853,41-45,X,1.0,5,1,none,3289.953488372093
3854,41-45,X,1.0,5,2,11-20,3243.0
3855,41-45,X,1.0,5,2,5-10,3119.0
3856,41-45,X,1.0,5,2,none,3144.049019607843
3857,41-45,X,1.0,5,3,11-20,3041.3333333333335
3858,41-45,X,1.0,5,3,21-40,2725.0
3859,41-45,X,1.0,5,3,41+,3327.5
3860,41-45,X,1.0,5,3,5-10,2832.277777777778
3861,41-45,X,1.0,5,3,<5,3239.0
3862,41-45,X,1.0,5,3,none,3175.3714285714286
3863,41-45,X,1.0,5,4,11-20,2926.6923076923076
3864,41-45,X,1.0,5,4,21-40,2521.75
3865,41-45,X,1.0,5,4,41+,3135.0
3866,41-45,X,1.0,5,4,5-10,3021.2631578947367
3867,41-45,X,1.0,5,4,<5,2962.8333333333335
3868,41-45,X,1.0,5,4,none,3225.610465116279
3869,41-45,X,1.0,5,5,11-20,2907.6666666666665
3870,41-45,X,1.0,5,5,21-40,3033.5
3871,41-45,X,1.0,5,5,41+,3609.8
3872,41-45,X,1.0,5,5,5-10,3031.0625
3873,41-45,X,1.0,5,5,<5,2816.8571428571427
3874,41-45,X,1.0,5,5,none,3239.7002923976606
3875,41-45,X,1.0,5,6,11-20,3383.0
3876,41-45,X,1.0,5,6,41+,3388.5
3877,41-45,X,1.0,5,6,5-10,3085.714285714286
3878,41-45,X,1.0,5,6,<5,3560.0
3879,41-45,X,1.0,5,6,none,3192.4981132075472
3880,41-45,X,1.0,5,7,41+,2807.0
3881,41-45,X,1.0,5,7,5-10,3036.6666666666665
3882,41-45,X,1.0,5,7,none,3180.67615658363
3883,41-45,X,1.0,5,8,11-20,3190.0
3884,41-45,X,1.0,5,8,none,3284.2685185185187
3885,41-45,X,1.0,5,9,11-20,2669.8
3886,41-45,X,1.0,5,9,41+,2885.0
3887,41-45,X,1.0,5,9,5-10,3548.25
3888,41-45,X,1.0,5,9,<5,3053.3333333333335
3889,41-45,X,1.0,5,9,none,3051.2876712328766
3890,41-45,X,1.0,6,1,11-20,2070.0
3891,41-45,X,1.0,6,1,none,3047.3166666666666
3892,41-45,X,1.0,6,2,11-20,3077.6666666666665
3893,41-45,X,1.0,6,2,5-10,3214.25
3894,41-45,X,1.0,6,2,none,3139.3489932885905
3895,41-45,X,1.0,6,3,11-20,3155.125
3896,41-45,X,1.0,6,3,41+,3333.0
3897,41-45,X,1.0,6,3,5-10,2897.5714285714284
3898,41-45,X,1.0,6,3,<5,2840.3333333333335
3899,41-45,X,1.0,6,3,none,3222.161214953271
3900,41-45,X,1.0,6,4,11-20,3043.5
3901,41-45,X,1.0,6,4,41+,3426.0
3902,41-45,X,1.0,6,4,5-10,3275.9375
3903,41-45,X,1.0,6,4,<5,2887.6666666666665
3904,41-45,X,1.0,6,4,none,3245.7657909446616
3905,41-45,X,1.0,6,5,41+,3257.75
3906,41-45,X,1.0,6,5,5-10,3210.1111111111113
3907,41-45,X,1.0,6,5,<5,3529.0
3908,41-45,X,1.0,6,5,none,3230.641651031895
3909,41-45,X,1.0,6,6,11-20,3074.8888888888887
3910,41-45,X,1.0,6,6,41+,3168.5
3911,41-45,X,1.0,6,6,5-10,3246.266666666667
3912,41-45,X,1.0,6,6,<5,3449.875
3913,41-45,X,1.0,6,6,none,3261.8235498436957
3914,41-45,X,1.0,6,7,41+,3552.0
3915,41-45,X,1.0,6,7,5-10,3236.75
3916,41-45,X,1.0,6,7,<5,3755.0
3917,41-45,X,1.0,6,7,none,3264.103681760474
3918,41-45,X,1.0,6,8,11-20,2580.0
3919,41-45,X,1.0,6,8,41+,3714.0
3920,41-45,X,1.0,6,8,5-10,3165.0
3921,41-45,X,1.0,6,8,none,3302.986746987952
3922,41-45,X,1.0,6,9,11-20,3310.0
3923,41-45,X,1.0,6,9,41+,2560.0
3924,41-45,X,1.0,6,9,5-10,3153.8333333333335
3925,41-45,X,1.0,6,9,<5,3021.6666666666665
3926,41-45,X,1.0,6,9,none,3190.6853146853146
3927,41-45,X,1.0,7,1,none,3166.913043478261
3928,41-45,X,1.0,7,2,11-20,2800.0
3929,41-45,X,1.0,7,2,21-40,2675.0
3930,41-45,X,1.0,7,2,<5,3203.0
3931,41-45,X,1.0,7,2,none,3229.9836065573772
3932,41-45,X,1.0,7,3,11-20,2390.0
3933,41-45,X,1.0,7,3,41+,3796.6666666666665
3934,41-45,X,1.0,7,3,5-10,3306.0
3935,41-45,X,1.0,7,3,<5,4300.0
3936,41-45,X,1.0,7,3,none,3232.3106312292357
3937,41-45,X,1.0,7,4,11-20,3208.5
3938,41-45,X,1.0,7,4,21-40,3289.0
3939,41-45,X,1.0,7,4,41+,2842.6666666666665
3940,41-45,X,1.0,7,4,5-10,2885.0
3941,41-45,X,1.0,7,4,<5,3068.4
3942,41-45,X,1.0,7,4,none,3235.9677093844602
3943,41-45,X,1.0,7,5,11-20,3150.25
3944,41-45,X,1.0,7,5,41+,3274.3333333333335
3945,41-45,X,1.0,7,5,5-10,3168.0
3946,41-45,X,1.0,7,5,none,3191.903374233129
3947,41-45,X,1.0,7,6,11-20,4185.0
3948,41-45,X,1.0,7,6,41+,3510.0
3949,41-45,X,1.0,7,6,5-10,2938.2
3950,41-45,X,1.0,7,6,<5,3362.3333333333335
3951,41-45,X,1.0,7,6,none,3278.2441430332924
3952,41-45,X,1.0,7,7,11-20,3415.3333333333335
3953,41-45,X,1.0,7,7,41+,3371.0
3954,41-45,X,1.0,7,7,5-10,3362.5
3955,41-45,X,1.0,7,7,<5,2998.6666666666665
3956,41-45,X,1.0,7,7,none,3256.4308066759386
3957,41-45,X,1.0,7,8,21-40,3756.0
3958,41-45,X,1.0,7,8,41+,3311.0
3959,41-45,X,1.0,7,8,<5,2651.0
3960,41-45,X,1.0,7,8,none,3262.7218934911243
3961,41-45,X,1.0,7,9,41+,3628.0
3962,41-45,X,1.0,7,9,none,3370.0106382978724
3963,41-45,X,1.0,8,1,none,3422.0
3964,41-45,X,1.0,8,2,none,3301.5454545454545
3965,41-45,X,1.0,8,3,none,3237.0
3966,41-45,X,1.0,8,4,11-20,3288.0
3967,41-45,X,1.0,8,4,5-10,3544.0
3968,41-45,X,1.0,8,4,none,3168.3278008298757
3969,41-45,X,1.0,8,5,41+,3400.0
3970,41-45,X,1.0,8,5,5-10,2977.0
3971,41-45,X,1.0,8,5,<5,3265.0
3972,41-45,X,1.0,8,5,none,3122.537931034483
3973,41-45,X,1.0,8,6,11-20,3917.5
3974,41-45,X,1.0,8,6,41+,3600.5
3975,41-45,X,1.0,8,6,5-10,3319.0
3976,41-45,X,1.0,8,6,none,3250.525581395349
3977,41-45,X,1.0,8,7,41+,1772.0
3978,41-45,X,1.0,8,7,5-10,3007.5
3979,41-45,X,1.0,8,7,none,3229.8606557377047
3980,41-45,X,1.0,8,8,41+,3198.5
3981,41-45,X,1.0,8,8,5-10,3350.0
3982,41-45,X,1.0,8,8,none,3248.652725914862
3983,41-45,X,1.0,8,9,none,3243.8571428571427
3984,41-45,X,1.0,9,1,none,3174.8125
3985,41-45,X,1.0,9,2,none,3449.5
3986,41-45,X,1.0,9,3,none,3467.185185185185
3987,41-45,X,1.0,9,4,41+,509.0
3988,41-45,X,1.0,9,4,none,3159.576923076923
3989,41-45,X,1.0,9,5,none,3211.8125
3990,41-45,X,1.0,9,6,<5,3695.0
3991,41-45,X,1.0,9,6,none,3759.3333333333335
3992,41-45,X,1.0,9,7,none,2753.714285714286
3993,41-45,X,1.0,9,8,none,3048.4
3994,41-45,X,1.0,9,9,41+,3336.0714285714284
3995,41-45,X,1.0,9,9,5-10,3399.6666666666665
3996,41-45,X,1.0,9,9,none,3156.0535211267606
3997,41-45,Y,2.0,1,1,11-20,2466.0
3998,41-45,Y,2.0,1,1,41+,3827.0
3999,41-45,Y,2.0,1,1,5-10,2946.0
4000,41-45,Y,2.0,1,1,<5,2833.75
4001,41-45,Y,2.0,1,1,none,3210.019204389575
4002,41-45,Y,2.0,1,2,41+,3740.0
4003,41-45,Y,2.0,1,2,none,3173.6989795918366
4004,41-45,Y,2.0,1,3,11-20,3144.5
4005,41-45,Y,2.0,1,3,41+,3580.0
4006,41-45,Y,2.0,1,3,5-10,2722.0
4007,41-45,Y,2.0,1,3,none,3179.9751552795033
4008,41-45,Y,2.0,1,4,5-10,1430.0
4009,41-45,Y,2.0,1,4,none,3349.5555555555557
4010,41-45,Y,2.0,1,5,5-10,1020.0
4011,41-45,Y,2.0,1,5,none,3403.5
4012,41-45,Y,2.0,1,6,none,2800.8888888888887
4013,41-45,Y,2.0,1,7,none,2880.0
4014,41-45,Y,2.0,1,9,41+,3035.0
4015,41-45,Y,2.0,1,9,5-10,1928.0
4016,41-45,Y,2.0,1,9,none,3230.8474576271187
4017,41-45,Y,2.0,2,1,11-20,2513.3333333333335
4018,41-45,Y,2.0,2,1,21-40,1030.0
4019,41-45,Y,2.0,2,1,5-10,4080.0
4020,41-45,Y,2.0,2,1,none,3131.1014492753625
4021,41-45,Y,2.0,2,2,11-20,2786.9166666666665
4022,41-45,Y,2.0,2,2,21-40,2814.714285714286
4023,41-45,Y,2.0,2,2,41+,2477.0
4024,41-45,Y,2.0,2,2,5-10,2610.5
4025,41-45,Y,2.0,2,2,<5,2965.9166666666665
4026,41-45,Y,2.0,2,2,none,3143.137592137592
4027,41-45,Y,2.0,2,3,11-20,2417.294117647059
4028,41-45,Y,2.0,2,3,21-40,1880.6666666666667
4029,41-45,Y,2.0,2,3,41+,2621.0
4030,41-45,Y,2.0,2,3,5-10,2850.3333333333335
4031,41-45,Y,2.0,2,3,<5,2732.8571428571427
4032,41-45,Y,2.0,2,3,none,3137.964705882353
4033,41-45,Y,2.0,2,4,11-20,2454.8333333333335
4034,41-45,Y,2.0,2,4,21-40,3912.0
4035,41-45,Y,2.0,2,4,5-10,2710.8888888888887
4036,41-45,Y,2.0,2,4,none,3168.5857142857144
4037,41-45,Y,2.0,2,5,11-20,2943.0
4038,41-45,Y,2.0,2,5,<5,3487.0
4039,41-45,Y,2.0,2,5,none,3183.217391304348
4040,41-45,Y,2.0,2,6,5-10,3121.0
4041,41-45,Y,2.0,2,6,none,3181.6315789473683
4042,41-45,Y,2.0,2,7,none,3571.4
4043,41-45,Y,2.0,2,8,none,4157.5
4044,41-45,Y,2.0,2,9,11-20,2818.0
4045,41-45,Y,2.0,2,9,41+,3435.0
4046,41-45,Y,2.0,2,9,5-10,2481.6
4047,41-45,Y,2.0,2,9,none,3159.9565217391305
4048,41-45,Y,2.0,3,1,11-20,3050.0
4049,41-45,Y,2.0,3,1,21-40,2129.0
4050,41-45,Y,2.0,3,1,41+,2820.0
4051,41-45,Y,2.0,3,1,5-10,2229.5
4052,41-45,Y,2.0,3,1,<5,2360.0
4053,41-45,Y,2.0,3,1,none,3118.780303030303
4054,41-45,Y,2.0,3,2,11-20,2668.133333333333
4055,41-45,Y,2.0,3,2,21-40,2873.3333333333335
4056,41-45,Y,2.0,3,2,41+,3157.0
4057,41-45,Y,2.0,3,2,5-10,2715.9583333333335
4058,41-45,Y,2.0,3,2,<5,2811.0
4059,41-45,Y,2.0,3,2,none,3127.1966101694916
4060,41-45,Y,2.0,3,3,11-20,3003.1585365853657
4061,41-45,Y,2.0,3,3,21-40,2945.5555555555557
4062,41-45,Y,2.0,3,3,41+,2400.0
4063,41-45,Y,2.0,3,3,5-10,2905.6979166666665
4064,41-45,Y,2.0,3,3,<5,3163.4285714285716
4065,41-45,Y,2.0,3,3,none,3128.2785515320334
4066,41-45,Y,2.0,3,4,11-20,2861.3571428571427
4067,41-45,Y,2.0,3,4,41+,2692.0
4068,41-45,Y,2.0,3,4,5-10,2928.1428571428573
4069,41-45,Y,2.0,3,4,<5,2781.222222222222
4070,41-45,Y,2.0,3,4,none,3129.2364864864867
4071,41-45,Y,2.0,3,5,11-20,2862.4
4072,41-45,Y,2.0,3,5,41+,3290.0
4073,41-45,Y,2.0,3,5,5-10,2956.4
4074,41-45,Y,2.0,3,5,<5,3155.6
4075,41-45,Y,2.0,3,5,none,3158.1792452830186
4076,41-45,Y,2.0,3,6,11-20,2568.75
4077,41-45,Y,2.0,3,6,5-10,3340.6666666666665
4078,41-45,Y,2.0,3,6,<5,3494.6666666666665
4079,41-45,Y,2.0,3,6,none,3187.076923076923
4080,41-45,Y,2.0,3,7,none,3164.684210526316
4081,41-45,Y,2.0,3,8,41+,3220.0
4082,41-45,Y,2.0,3,8,none,3075.5714285714284
4083,41-45,Y,2.0,3,9,11-20,2902.5
4084,41-45,Y,2.0,3,9,41+,2820.0
4085,41-45,Y,2.0,3,9,5-10,2805.0
4086,41-45,Y,2.0,3,9,<5,2446.4
4087,41-45,Y,2.0,3,9,none,3095.141666666667
4088,41-45,Y,2.0,4,1,11-20,3647.5
4089,41-45,Y,2.0,4,1,21-40,2920.0
4090,41-45,Y,2.0,4,1,5-10,4530.0
4091,41-45,Y,2.0,4,1,none,3065.139534883721
4092,41-45,Y,2.0,4,2,11-20,2984.6666666666665
4093,41-45,Y,2.0,4,2,21-40,1712.5
4094,41-45,Y,2.0,4,2,41+,3430.0
4095,41-45,Y,2.0,4,2,5-10,3051.181818181818
4096,41-45,Y,2.0,4,2,<5,3058.285714285714
4097,41-45,Y,2.0,4,2,none,3065.521739130435
4098,41-45,Y,2.0,4,3,11-20,2968.8627450980393
4099,41-45,Y,2.0,4,3,21-40,4476.8
4100,41-45,Y,2.0,4,3,41+,3459.6666666666665
4101,41-45,Y,2.0,4,3,5-10,3101.6031746031745
4102,41-45,Y,2.0,4,3,<5,2714.4166666666665
4103,41-45,Y,2.0,4,3,none,3063.7407975460123
4104,41-45,Y,2.0,4,4,11-20,3133.96875
4105,41-45,Y,2.0,4,4,21-40,2948.0
4106,41-45,Y,2.0,4,4,5-10,3139.3333333333335
4107,41-45,Y,2.0,4,4,<5,3116.2727272727275
4108,41-45,Y,2.0,4,4,none,3143.1182432432433
4109,41-45,Y,2.0,4,5,11-20,2594.9
4110,41-45,Y,2.0,4,5,21-40,2613.3333333333335
4111,41-45,Y,2.0,4,5,5-10,2930.5454545454545
4112,41-45,Y,2.0,4,5,<5,3400.4
4113,41-45,Y,2.0,4,5,none,3097.205298013245
4114,41-45,Y,2.0,4,6,11-20,3017.0
4115,41-45,Y,2.0,4,6,21-40,2740.0
4116,41-45,Y,2.0,4,6,5-10,3022.5454545454545
4117,41-45,Y,2.0,4,6,<5,2575.0
4118,41-45,Y,2.0,4,6,none,3208.710407239819
4119,41-45,Y,2.0,4,7,11-20,2895.0
4120,41-45,Y,2.0,4,7,5-10,2630.0
4121,41-45,Y,2.0,4,7,none,3230.891891891892
4122,41-45,Y,2.0,4,8,none,2877.5
4123,41-45,Y,2.0,4,9,11-20,2916.375
4124,41-45,Y,2.0,4,9,21-40,2302.3333333333335
4125,41-45,Y,2.0,4,9,5-10,2877.5
4126,41-45,Y,2.0,4,9,none,3172.182608695652
4127,41-45,Y,2.0,5,1,5-10,1672.0
4128,41-45,Y,2.0,5,1,none,3425.6666666666665
4129,41-45,Y,2.0,5,2,11-20,3492.3333333333335
4130,41-45,Y,2.0,5,2,21-40,2220.0
4131,41-45,Y,2.0,5,2,5-10,2907.625
4132,41-45,Y,2.0,5,2,<5,3482.5
4133,41-45,Y,2.0,5,2,none,3136.1206896551726
4134,41-45,Y,2.0,5,3,11-20,3127.8125
4135,41-45,Y,2.0,5,3,21-40,3132.0
4136,41-45,Y,2.0,5,3,41+,3113.5
4137,41-45,Y,2.0,5,3,5-10,2863.5405405405404
4138,41-45,Y,2.0,5,3,<5,2849.0
4139,41-45,Y,2.0,5,3,none,3138.1376811594205
4140,41-45,Y,2.0,5,4,11-20,3314.8571428571427
4141,41-45,Y,2.0,5,4,41+,2022.5
4142,41-45,Y,2.0,5,4,5-10,3037.3846153846152
4143,41-45,Y,2.0,5,4,<5,2841.714285714286
4144,41-45,Y,2.0,5,4,none,3162.5454545454545
4145,41-45,Y,2.0,5,5,11-20,2986.8571428571427
4146,41-45,Y,2.0,5,5,21-40,3169.0
4147,41-45,Y,2.0,5,5,41+,3300.0
4148,41-45,Y,2.0,5,5,5-10,2903.4285714285716
4149,41-45,Y,2.0,5,5,<5,3215.0
4150,41-45,Y,2.0,5,5,none,3115.7810650887573
4151,41-45,Y,2.0,5,6,11-20,2986.0
4152,41-45,Y,2.0,5,6,21-40,3190.0
4153,41-45,Y,2.0,5,6,41+,3317.0
4154,41-45,Y,2.0,5,6,5-10,3412.0
4155,41-45,Y,2.0,5,6,<5,3309.5
4156,41-45,Y,2.0,5,6,none,3157.778409090909
4157,41-45,Y,2.0,5,7,11-20,2260.0
4158,41-45,Y,2.0,5,7,5-10,2480.0
4159,41-45,Y,2.0,5,7,none,3141.46
4160,41-45,Y,2.0,5,8,41+,3289.0
4161,41-45,Y,2.0,5,8,none,3125.3
4162,41-45,Y,2.0,5,9,11-20,3080.0
4163,41-45,Y,2.0,5,9,41+,4423.0
4164,41-45,Y,2.0,5,9,5-10,2872.6666666666665
4165,41-45,Y,2.0,5,9,<5,2900.5
4166,41-45,Y,2.0,5,9,none,3025.417910447761
4167,41-45,Y,2.0,6,1,none,3089.9375
4168,41-45,Y,2.0,6,2,11-20,3620.0
4169,41-45,Y,2.0,6,2,5-10,3398.8333333333335
4170,41-45,Y,2.0,6,2,<5,2220.0
4171,41-45,Y,2.0,6,2,none,3142.2083333333335
4172,41-45,Y,2.0,6,3,11-20,3194.909090909091
4173,41-45,Y,2.0,6,3,21-40,3360.0
4174,41-45,Y,2.0,6,3,41+,3135.0
4175,41-45,Y,2.0,6,3,5-10,3113.4
4176,41-45,Y,2.0,6,3,<5,3115.714285714286
4177,41-45,Y,2.0,6,3,none,3170.9189814814813
4178,41-45,Y,2.0,6,4,11-20,3140.9
4179,41-45,Y,2.0,6,4,41+,3205.0
4180,41-45,Y,2.0,6,4,5-10,3238.9285714285716
4181,41-45,Y,2.0,6,4,none,3176.7239709443097
4182,41-45,Y,2.0,6,5,11-20,3105.0
4183,41-45,Y,2.0,6,5,41+,2850.0
4184,41-45,Y,2.0,6,5,5-10,3422.0
4185,41-45,Y,2.0,6,5,<5,3781.5
4186,41-45,Y,2.0,6,5,none,3187.459349593496
4187,41-45,Y,2.0,6,6,11-20,2920.0
4188,41-45,Y,2.0,6,6,5-10,3652.2
4189,41-45,Y,2.0,6,6,<5,2945.0
4190,41-45,Y,2.0,6,6,none,3156.237288135593
4191,41-45,Y,2.0,6,7,11-20,2135.0
4192,41-45,Y,2.0,6,7,41+,2866.0
4193,41-45,Y,2.0,6,7,none,3274.8109452736317
4194,41-45,Y,2.0,6,8,41+,3033.0
4195,41-45,Y,2.0,6,8,none,3123.6478873239435
4196,41-45,Y,2.0,6,9,11-20,2740.0
4197,41-45,Y,2.0,6,9,41+,2580.0
4198,41-45,Y,2.0,6,9,5-10,2852.5
4199,41-45,Y,2.0,6,9,none,3017.2033898305085
4200,41-45,Y,2.0,7,1,none,3138.375
4201,41-45,Y,2.0,7,2,11-20,3255.0
4202,41-45,Y,2.0,7,2,none,3072.0555555555557
4203,41-45,Y,2.0,7,3,11-20,2140.0
4204,41-45,Y,2.0,7,3,41+,2545.0
4205,41-45,Y,2.0,7,3,5-10,3456.0
4206,41-45,Y,2.0,7,3,<5,3153.0
4207,41-45,Y,2.0,7,3,none,3076.0443349753696
4208,41-45,Y,2.0,7,4,11-20,3149.0
4209,41-45,Y,2.0,7,4,41+,3210.0
4210,41-45,Y,2.0,7,4,5-10,3510.3333333333335
4211,41-45,Y,2.0,7,4,<5,2840.0
4212,41-45,Y,2.0,7,4,none,3191.1565217391303
4213,41-45,Y,2.0,7,5,11-20,3061.0
4214,41-45,Y,2.0,7,5,21-40,2652.0
4215,41-45,Y,2.0,7,5,5-10,2695.0
4216,41-45,Y,2.0,7,5,<5,2325.0
4217,41-45,Y,2.0,7,5,none,3147.0825688073396
4218,41-45,Y,2.0,7,6,11-20,3234.75
4219,41-45,Y,2.0,7,6,41+,3295.0
4220,41-45,Y,2.0,7,6,5-10,2514.0
4221,41-45,Y,2.0,7,6,none,3221.0853333333334
4222,41-45,Y,2.0,7,7,41+,560.0
4223,41-45,Y,2.0,7,7,<5,1880.0
4224,41-45,Y,2.0,7,7,none,3192.240837696335
4225,41-45,Y,2.0,7,8,41+,2840.0
4226,41-45,Y,2.0,7,8,<5,3317.0
4227,41-45,Y,2.0,7,8,none,3132.6794871794873
4228,41-45,Y,2.0,7,9,11-20,2324.5
4229,41-45,Y,2.0,7,9,<5,2440.0
4230,41-45,Y,2.0,7,9,none,2962.3333333333335
4231,41-45,Y,2.0,8,1,none,3140.0
4232,41-45,Y,2.0,8,2,none,3223.5714285714284
4233,41-45,Y,2.0,8,3,11-20,3018.0
4234,41-45,Y,2.0,8,3,5-10,2935.0
4235,41-45,Y,2.0,8,3,none,3136.48
4236,41-45,Y,2.0,8,4,<5,2707.0
4237,41-45,Y,2.0,8,4,none,2943.125
4238,41-45,Y,2.0,8,5,11-20,4230.0
4239,41-45,Y,2.0,8,5,none,3043.681818181818
4240,41-45,Y,2.0,8,6,5-10,3147.0
4241,41-45,Y,2.0,8,6,<5,2565.0
4242,41-45,Y,2.0,8,6,none,3234.0737704918033
4243,41-45,Y,2.0,8,7,none,3125.157142857143
4244,41-45,Y,2.0,8,8,<5,2905.0
4245,41-45,Y,2.0,8,8,none,3184.9764705882353
4246,41-45,Y,2.0,8,9,none,3067.3333333333335
4247,41-45,Y,2.0,9,1,none,3146.6666666666665
4248,41-45,Y,2.0,9,2,11-20,3250.0
4249,41-45,Y,2.0,9,2,5-10,3410.0
4250,41-45,Y,2.0,9,2,none,3467.375
4251,41-45,Y,2.0,9,3,5-10,3289.0
4252,41-45,Y,2.0,9,3,none,3658.3846153846152
4253,41-45,Y,2.0,9,4,5-10,1915.0
4254,41-45,Y,2.0,9,4,none,2811.8333333333335
4255,41-45,Y,2.0,9,5,41+,3799.0
4256,41-45,Y,2.0,9,6,none,3323.0
4257,41-45,Y,2.0,9,7,5-10,3210.0
4258,41-45,Y,2.0,9,7,none,3298.0
4259,41-45,Y,2.0,9,9,11-20,1820.0
4260,41-45,Y,2.0,9,9,41+,3010.875
4261,41-45,Y,2.0,9,9,5-10,2991.5
4262,41-45,Y,2.0,9,9,<5,1835.0
4263,41-45,Y,2.0,9,9,none,3175.3271028037384
4264,46-50,N,2.0,1,9,11-20,2270.0
4265,46-50,N,2.0,1,9,none,2972.9166666666665
4266,46-50,N,2.0,2,9,11-20,3345.0
4267,46-50,N,2.0,2,9,41+,1820.0
4268,46-50,N,2.0,2,9,none,2962.1
4269,46-50,N,2.0,3,3,none,3167.5
4270,46-50,N,2.0,3,9,11-20,3008.6
4271,46-50,N,2.0,3,9,41+,2680.0
4272,46-50,N,2.0,3,9,5-10,2462.6666666666665
4273,46-50,N,2.0,3,9,<5,3440.0
4274,46-50,N,2.0,3,9,none,3012.5416666666665
4275,46-50,N,2.0,4,3,5-10,3150.0
4276,46-50,N,2.0,4,9,11-20,2736.3333333333335
4277,46-50,N,2.0,4,9,41+,2930.0
4278,46-50,N,2.0,4,9,5-10,2770.0
4279,46-50,N,2.0,4,9,<5,1899.0
4280,46-50,N,2.0,4,9,none,3050.3720930232557
4281,46-50,N,2.0,5,3,none,3062.0
4282,46-50,N,2.0,5,9,11-20,2695.0
4283,46-50,N,2.0,5,9,5-10,1758.0
4284,46-50,N,2.0,5,9,none,2716.08
4285,46-50,N,2.0,6,3,21-40,2115.0
4286,46-50,N,2.0,6,6,none,3487.0
4287,46-50,N,2.0,6,7,none,2556.6666666666665
4288,46-50,N,2.0,6,9,41+,3799.0
4289,46-50,N,2.0,6,9,5-10,3070.0
4290,46-50,N,2.0,6,9,none,2970.471153846154
4291,46-50,N,2.0,7,3,none,2850.0
4292,46-50,N,2.0,7,7,none,3208.0
4293,46-50,N,2.0,7,9,none,3097.217054263566
4294,46-50,N,2.0,8,9,none,3076.507462686567
4295,46-50,N,2.0,9,9,11-20,2362.0
4296,46-50,N,2.0,9,9,41+,3063.3333333333335
4297,46-50,N,2.0,9,9,5-10,3095.0
4298,46-50,N,2.0,9,9,none,2814.2
4299,46-50,X,1.0,1,1,41+,2780.0
4300,46-50,X,1.0,1,1,5-10,3912.0
4301,46-50,X,1.0,1,1,<5,3750.0
4302,46-50,X,1.0,1,1,none,3169.1176470588234
4303,46-50,X,1.0,1,2,none,3098.75
4304,46-50,X,1.0,1,3,none,3017.846153846154
4305,46-50,X,1.0,1,4,none,3441.1111111111113
4306,46-50,X,1.0,1,5,none,2770.6666666666665
4307,46-50,X,1.0,1,6,none,2798.0
4308,46-50,X,1.0,1,7,none,2847.6666666666665
4309,46-50,X,1.0,1,9,none,2831.25
4310,46-50,X,1.0,2,1,none,3370.722222222222
4311,46-50,X,1.0,2,2,5-10,2505.0
4312,46-50,X,1.0,2,2,none,2888.6222222222223
4313,46-50,X,1.0,2,3,5-10,3421.5
4314,46-50,X,1.0,2,3,none,3109.0
4315,46-50,X,1.0,2,4,none,2692.8888888888887
4316,46-50,X,1.0,2,5,none,2622.0
4317,46-50,X,1.0,2,6,none,3166.4285714285716
4318,46-50,X,1.0,2,7,none,3265.0
4319,46-50,X,1.0,2,8,none,1992.1666666666667
4320,46-50,X,1.0,2,9,11-20,2270.0
4321,46-50,X,1.0,2,9,none,3471.3636363636365
4322,46-50,X,1.0,3,1,41+,1750.0
4323,46-50,X,1.0,3,1,none,3024.285714285714
4324,46-50,X,1.0,3,2,none,3319.75
4325,46-50,X,1.0,3,3,11-20,2710.0
4326,46-50,X,1.0,3,3,41+,3015.0
4327,46-50,X,1.0,3,3,5-10,3090.0
4328,46-50,X,1.0,3,3,<5,3170.0
4329,46-50,X,1.0,3,3,none,2876.7014925373132
4330,46-50,X,1.0,3,4,5-10,3096.3333333333335
4331,46-50,X,1.0,3,4,none,3153.2894736842104
4332,46-50,X,1.0,3,5,41+,3860.0
